title,start_time,end_time,description,exercise_title,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,muscle_group
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Rear Delt Reverse Fly (Machine),0,normal,25,10,,,Upper Back"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Rear Delt Reverse Fly (Machine),1,normal,30,10,,,Upper Back"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Pull Up (Assisted),0,normal,55,10,,,Lats"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Warm Up,0,normal,,,,497,Cardio"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Leg Press (Machine),0,normal,168,10,,,Quadriceps"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Leg Press (Machine),1,normal,188,10,,,Quadriceps"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Leg Press (Machine),2,normal,198,7,,,Quadriceps"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Deadlift (Barbell),0,normal,60,10,,,Hamstrings"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Deadlift (Barbell),1,normal,80,8,,,Hamstrings"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Deadlift (Barbell),2,normal,80,7,,,Hamstrings"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Overhead Press (Barbell),0,normal,40,7,,,Shoulders"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Overhead Press (Barbell),1,normal,40,6,,,Shoulders"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Chest Press (Machine),0,normal,30,12,,,Chest"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Chest Press (Machine),1,normal,45,12,,,Chest"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Chest Press (Machine),2,normal,15,12,,,Chest"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Jump Rope,0,normal,,,,30,Cardio"
"Evening workout ,""25 Apr 2025 18:17"",""25 Apr 2025 19:27"",,Leg Raise Parallel Bars,0,normal,,8,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Bicep Curl (Machine),0,normal,30,12,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Bicep Curl (Machine),1,normal,40,10,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Bicep Curl (Machine),2,normal,50,8,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Hammer Curl (Dumbbell),0,normal,20,12,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Hammer Curl (Dumbbell),1,normal,30,7,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Hammer Curl (Dumbbell),2,normal,30,7,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Crunch (Machine),0,normal,50,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Crunch (Machine),1,normal,65,7,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Spider Curl (Barbell),0,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Spider Curl (Barbell),1,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Spider Curl (Barbell),2,normal,30,7,,,Biceps"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Ab Wheel,0,normal,,8,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Ab Wheel,1,normal,,7,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Knee Raise Parallel Bars,1,normal,,15,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Knee Raise Parallel Bars,2,normal,,15,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Leg Raise Parallel Bars,0,normal,,8,,,Abdominals"
"Day 4 (biceps and abdomen ),""23 Apr 2025 19:42"",""23 Apr 2025 20:41"",,Leg Raise Parallel Bars,1,normal,,10,,,Abdominals"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Warm Up,0,normal,,,,191,Cardio"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Bench Press (Barbell),0,normal,44,12,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Bench Press (Barbell),1,normal,64,8,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Bench Press (Barbell),2,normal,74,5,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Bench Press (Barbell),3,normal,74,5,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Incline Bench Press (Dumbbell),0,normal,20,12,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Incline Bench Press (Dumbbell),1,normal,30,10,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Incline Bench Press (Dumbbell),2,normal,30,11,,,Chest"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Shoulder Press (Dumbbell),0,normal,20,12,,,Shoulders"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Shoulder Press (Dumbbell),1,normal,20,11,,,Shoulders"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Shoulder Press (Dumbbell),2,normal,30,10,,,Shoulders"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Skullcrusher (Barbell),0,normal,20,12,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Skullcrusher (Barbell),1,normal,20,10,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Skullcrusher (Barbell),2,normal,30,3,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Triceps Pushdown,0,normal,20,10,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Triceps Pushdown,1,normal,20,10,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Triceps Pushdown,2,normal,25,8,,,Triceps"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Plate Front Raise,0,normal,10,15,,,Shoulders"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Plate Front Raise,1,normal,25,10,,,Shoulders"
"Morning workout ,""22 Apr 2025 09:24"",""22 Apr 2025 10:30"",,Plate Front Raise,2,normal,25,9,,,Shoulders"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Chest Press (Machine),0,normal,30,12,,,Chest"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Chest Press (Machine),1,normal,30,10,,,Chest"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Chest Press (Machine),2,normal,45,9,,,Chest"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Rope Pushdown,0,normal,17.5,10,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Rope Pushdown,1,normal,17.5,10,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Rope Pushdown,2,normal,22.5,8,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Extension (Machine),0,normal,40,10,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Extension (Machine),1,normal,50,7,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Triceps Extension (Machine),2,normal,50,8,,,Triceps"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Butterfly (Pec Deck),0,normal,40,10,,,Chest"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Butterfly (Pec Deck),1,normal,55,6,,,Chest"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Leg Raise Parallel Bars,0,normal,,10,,,Abdominals"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Walking,0,normal,,,0.9,780,Cardio"
"Afternoon workout ,""19 Apr 2025 17:14"",""19 Apr 2025 17:59"",,Walking,1,normal,,,0.9,780,Cardio"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Knee Raise Parallel Bars,1,normal,,15,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Knee Raise Parallel Bars,2,normal,,15,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Standing Calf Raise (Machine),0,normal,130,10,,,Calves"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Ab Wheel,0,normal,,8,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Ab Wheel,1,normal,,6,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Ab Wheel,2,normal,,7,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Sit Up,0,normal,,15,,,Abdominals"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Ball Slams,0,normal,12,10,,,Full Body"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Ball Slams,1,normal,12,10,,,Full Body"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Sumo Squat (Kettlebell),0,normal,30,10,,,Quadriceps"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Kettlebell Swing,0,normal,20,10,,,Full Body"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Kettlebell Swing,1,normal,30,6,,,Full Body"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Kettlebell Swing,2,normal,30,6,,,Full Body"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Overhead Press (Barbell),0,normal,12,15,,,Shoulders"
"Afternoon workout ,""18 Apr 2025 13:09"",""18 Apr 2025 13:53"",,Back Extension (Hyperextension),0,normal,,10,,,Lower Back"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,Kettlebell Swing,0,normal,24,10,,,Full Body"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,Kettlebell Swing,1,normal,24,10,,,Full Body"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,Kettlebell Swing,2,normal,24,10,,,Full Body"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,Plate Curl,0,normal,11,12,,,Biceps"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,Reverse Crunch,0,normal,,10,,,Abdominals"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,HIIT,0,normal,,,,615,Cardio"
"Evening workout ,""15 Apr 2025 19:31"",""15 Apr 2025 20:08"",,HIIT,1,normal,,,,1197,Cardio"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Face Pull,0,normal,22.5,12,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Face Pull,1,normal,27.5,9,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Seated Shoulder Press (Machine),0,normal,15,10,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Seated Shoulder Press (Machine),1,normal,30,8,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Dumbbell Row,0,normal,20,10,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Dumbbell Row,1,normal,20,10,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Dumbbell Row,2,normal,20,9,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Dumbbell Row,3,normal,20,9,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Back Extension (Machine),0,normal,100,10,,,Lower Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Back Extension (Machine),1,normal,115,8,,,Lower Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lat Pulldown (Cable),0,normal,40,12,,,Lats"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lat Pulldown (Cable),1,normal,40,12,,,Lats"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lat Pulldown (Cable),2,normal,55,9,,,Lats"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Pull Up (Assisted),0,normal,40,7,,,Lats"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Pull Up (Assisted),1,normal,55,10,,,Lats"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Seated Row (Machine),0,normal,40,12,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Seated Row (Machine),1,normal,55,8,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Seated Row (Machine),2,normal,55,9,,,Upper Back"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lateral Raise (Machine),0,normal,20,15,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lateral Raise (Machine),1,normal,30,10,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Lateral Raise (Machine),2,normal,40,7,,,Shoulders"
"Day 2 (Shoulder and back ),""14 Apr 2025 16:36"",""14 Apr 2025 17:20"",,Cycling,0,normal,,,0.8,480,Cardio"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Deadlift (Barbell),0,normal,60,8,,,Hamstrings"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Deadlift (Barbell),1,normal,70,7,,,Hamstrings"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Deadlift (Barbell),2,normal,70,7,,,Hamstrings"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Overhead Press (Barbell),0,normal,40,6,,,Shoulders"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Skullcrusher (Barbell),0,normal,20,10,,,Triceps"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Skullcrusher (Barbell),1,normal,20,10,,,Triceps"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Skullcrusher (Barbell),2,normal,20,10,,,Triceps"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Ab Wheel,0,normal,,9,,,Abdominals"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Ab Wheel,1,normal,,6,,,Abdominals"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Ab Wheel,2,normal,,5,,,Abdominals"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Yoga,0,normal,,,,363,Full Body"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Yoga,1,normal,,,,552,Full Body"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Glute Bridge,0,normal,,10,,,Glutes"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Glute Bridge,1,normal,,10,,,Glutes"
"Afternoon workout ,""12 Apr 2025 16:20"",""12 Apr 2025 17:33"",,Ab Scissors,0,normal,,20,,,Abdominals"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Cycling,0,normal,,,0.8,480,Cardio"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Cycling,1,normal,,,0.8,480,Cardio"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,HIIT,0,normal,,,,600,Cardio"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Incline Push Ups,0,normal,,10,,,Chest"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Box Jump,0,normal,,10,,,Quadriceps"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Kettlebell Swing,0,normal,16,12,,,Full Body"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Kettlebell Swing,1,normal,24,10,,,Full Body"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Side Stick Bends,0,normal,,10,,,Abdominals"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Abdomen twist stick,0,normal,,10,,,Abdominals"
"Evening workout ,""9 Apr 2025 19:44"",""9 Apr 2025 20:24"",,Overhead Press (Dumbbell),0,normal,16,10,,,Shoulders"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Seated Incline Curl (Dumbbell),0,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Seated Incline Curl (Dumbbell),1,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Seated Incline Curl (Dumbbell),2,normal,30,5,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Bicep Curl (Machine),0,normal,30,12,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Bicep Curl (Machine),1,normal,40,10,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Bicep Curl (Machine),2,normal,50,8,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Hammer Curl (Dumbbell),0,normal,20,10,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Hammer Curl (Dumbbell),1,normal,30,8,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Hammer Curl (Dumbbell),2,normal,30,9,,,Biceps"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Plank,0,normal,,,,34,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Plank,1,normal,,,,32,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Plank,2,normal,,,,37,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Crunch (Machine),0,normal,40,12,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Crunch (Machine),1,normal,50,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Crunch (Machine),2,normal,65,7,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Stretching,0,normal,,,,169,Other"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Russian Twist (Weighted),0,normal,10,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Russian Twist (Weighted),1,normal,10,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Russian Twist (Weighted),2,normal,10,10,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Sit Up (Weighted),0,normal,10,20,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Sit Up (Weighted),1,normal,10,20,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Sit Up (Weighted),2,normal,10,20,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Day 4 (biceps and abdomen ),""10 Apr 2025 18:41"",""10 Apr 2025 19:35"",,Knee Raise Parallel Bars,1,normal,,15,,,Abdominals"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Lying Leg Curl (Machine),0,normal,20,10,,,Hamstrings"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Lying Leg Curl (Machine),1,normal,20,10,,,Hamstrings"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Lying Leg Curl (Machine),2,normal,30,10,,,Hamstrings"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Press Horizontal (Machine),0,normal,90,12,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Press Horizontal (Machine),1,normal,110,10,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Press Horizontal (Machine),2,normal,130,9,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Extension (Machine),0,normal,40,12,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Extension (Machine),1,normal,55,8,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Leg Extension (Machine),2,normal,55,7,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Standing Calf Raise (Machine),0,normal,130,9,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Standing Calf Raise (Machine),1,normal,130,10,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Standing Calf Raise (Machine),2,normal,150,8,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Adduction (Machine),0,normal,30,12,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Adduction (Machine),1,normal,45,10,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Adduction (Machine),2,normal,45,10,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Abduction (Machine),0,normal,45,12,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Abduction (Machine),1,normal,60,9,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Abduction (Machine),2,normal,75,9,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Thrust (Barbell),0,normal,30,10,,,Glutes"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Hip Thrust (Barbell),1,normal,30,9,,,Glutes"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Lunge (Dumbbell),0,normal,16,10,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""6 Apr 2025 15:23"",""6 Apr 2025 16:25"",,Lunge (Dumbbell),1,normal,16,10,,,Quadriceps"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Kneeling Push Up,0,normal,,10,,,Chest"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Kneeling Push Up,1,normal,,10,,,Chest"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Cable Fly Crossovers,0,normal,25,10,,,Chest"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Cable Fly Crossovers,1,normal,28,7,,,Chest"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Cable Fly Crossovers,2,normal,35,6,,,Chest"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Triceps Pushdown,0,normal,25,10,,,Triceps"
"Day 1 (Chest and triceps),""5 Apr 2025 10:48"",""5 Apr 2025 11:59"",,Triceps Pushdown,1,normal,30,10,,,Triceps"
